2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"{'public_protected_areas': 734721.2999999999, 'indigenous_territories': 108505.70999999999, 'active_lup_areas': 890487.27, 'private_lands_protected': 208601.91, 'private_lands_clearing': 164897.63999999998}","{'public_protected_areas': 732743.46, 'indigenous_territories': 107493.39, 'active_lup_areas': 997259.49, 'private_lands_protected': 254201.58, 'private_lands_clearing': 202268.25}","{'public_protected_areas': 731379.78, 'indigenous_territories': 106807.5, 'active_lup_areas': 1151726.8499999999, 'private_lands_protected': 308905.38, 'private_lands_clearing': 238572.36}","{'public_protected_areas': 725853.6, 'indigenous_territories': 105911.37, 'active_lup_areas': 1559934.3599999999, 'private_lands_protected': 432170.82, 'private_lands_clearing': 339998.85}","{'public_protected_areas': 724200.75, 'indigenous_territories': 105484.05, 'active_lup_areas': 2072578.77, 'private_lands_protected': 577277.73, 'private_lands_clearing': 441315.63}","{'public_protected_areas': 721874.1599999999, 'indigenous_territories': 105058.08, 'active_lup_areas': 2476339.83, 'private_lands_protected': 720310.5, 'private_lands_clearing': 525858.84}","{'public_protected_areas': 721049.94, 'indigenous_territories': 104719.14, 'active_lup_areas': 3275685.27, 'private_lands_protected': 965659.0499999999, 'private_lands_clearing': 713052.72}","{'public_protected_areas': 714828.96, 'indigenous_territories': 103577.67, 'active_lup_areas': 3969212.13, 'private_lands_protected': 990777.51, 'private_lands_clearing': 691306.9199999999}","{'public_protected_areas': 706889.7899999999, 'indigenous_territories': 102865.59, 'active_lup_areas': 4888753.38, 'private_lands_protected': 1252123.29, 'private_lands_clearing': 911421.1799999999}","{'public_protected_areas': 701297.01, 'indigenous_territories': 102071.16, 'active_lup_areas': 5120295.84, 'private_lands_protected': 1352087.55, 'private_lands_clearing': 923816.4299999999}","{'public_protected_areas': 693273.69, 'indigenous_territories': 101773.17, 'active_lup_areas': 5310100.62, 'private_lands_protected': 1525435.29, 'private_lands_clearing': 990316.1699999999}","{'public_protected_areas': 684276.03, 'indigenous_territories': 101160.62999999999, 'active_lup_areas': 5430999.51, 'private_lands_protected': 1707256.71, 'private_lands_clearing': 1048596.93}","{'public_protected_areas': 669549.33, 'indigenous_territories': 100580.22, 'active_lup_areas': 5480553.78, 'private_lands_protected': 1830612.0599999998, 'private_lands_clearing': 1042925.6699999999}","{'public_protected_areas': 665564.22, 'indigenous_territories': 100334.61, 'active_lup_areas': 6011544.96, 'private_lands_protected': 2131825.23, 'private_lands_clearing': 1278960.66}","{'public_protected_areas': 659251.53, 'indigenous_territories': 100189.70999999999, 'active_lup_areas': 6518959.2, 'private_lands_protected': 2446687.53, 'private_lands_clearing': 1470003.8399999999}","{'public_protected_areas': 654511.14, 'indigenous_territories': 99883.34999999999, 'active_lup_areas': 6697308.87, 'private_lands_protected': 2652256.44, 'private_lands_clearing': 1531207.26}","{'public_protected_areas': 649948.41, 'indigenous_territories': 99563.84999999999, 'active_lup_areas': 6664107.51, 'private_lands_protected': 2706601.32, 'private_lands_clearing': 1496850.39}","{'public_protected_areas': 643899.51, 'indigenous_territories': 99426.42, 'active_lup_areas': 6651948.239999999, 'private_lands_protected': 2757137.2199999997, 'private_lands_clearing': 1448505.99}","{'public_protected_areas': 639863.64, 'indigenous_territories': 98880.84, 'active_lup_areas': 6728909.31, 'private_lands_protected': 2863346.2199999997, 'private_lands_clearing': 1335018.24}","{'public_protected_areas': 637852.14, 'indigenous_territories': 98730.26999999999, 'active_lup_areas': 6766473.239999999, 'private_lands_protected': 2899498.32, 'private_lands_clearing': 1304143.29}","{'public_protected_areas': 636758.5499999999, 'indigenous_territories': 98438.4, 'active_lup_areas': 6757164.989999999, 'private_lands_protected': 2935435.4099999997, 'private_lands_clearing': 1253497.95}","{'public_protected_areas': 634965.2999999999, 'indigenous_territories': 98170.56, 'active_lup_areas': 6712116.569999999, 'private_lands_protected': 2811237.84, 'private_lands_clearing': 1179664.74}","{'public_protected_areas': 632195.01, 'indigenous_territories': 97627.31999999999, 'active_lup_areas': 6679564.29, 'private_lands_protected': 2832851.52, 'private_lands_clearing': 1151279.82}"
